,Import Type,Season Stakes*,Total Stakes*,No. of 1-2-3-Starts*,No. of starts in past 10race meetings,Current Stable Location(Arrival Date),Import Date,Trainer,Owner,Current Rating,Start ofSeason Rating,Sire,Dam,Dam's Sire,Same Sire,name,Country of Origin,Age,Colour,Sex,PP Pre-import races footage
995,PPG,"$888,125","$3,091,875",3-4-5-37,2,Hong Kong(23/03/2024),02/09/2020,D A Hayes,Carmelo Lee Ka Sze & Nathan Lee Tze Hong,43,40,Iffraaj,Glass Half Full,Van Nistelrooy,J451 AMAZING TRAVIS BROTHER CHENG I CAN LEATHER MASTER LUCKY GOLD NICHOLSON RETURNS SUPER TAICHI,2020_E166,NZ,6,Chestnut,Gelding,
996,PPG,$0,$0,0-0-0-0,0,Hong Kong(07/11/2023),07/11/2023,W Y So,Matthew Wong Leung Pak,52,52,Rich Enuff,Harmony Hall,Minardi,MIGHTY STRIDE RIGHTEOUS ARION SCOTCH TYCOON WUNDERBAR,2023_J223,AUS,3,Bay,Gelding,
997,PP,"$725,400","$1,341,000",2-0-0-20,2,Conghua(29/03/2024),22/02/2022,M Newnham,Ingrid Ma Ga Bo,52,57,Cable Bay,Crown Of Caitlin,Distant Music,Nil,2021_G364,AUS,5,Bay,Gelding,
998,ISG,$0,$0,0-0-0-6,2,Hong Kong(16/03/2024),01/07/2023,P C Ng,"Tommy Pong Yuen Man, Sunny Pong Ho Kwan & Timmy Pong Ho Ching",38,52,Kingman,Hunaina,Tamayuz,POWERFUL WINGS THESIS,2022_H484,IRE,4,Bay,Gelding,
999,PPG,$0,$0,0-0-0-0,0,Conghua(22/11/2023),18/09/2023,D J Hall,Kenneth Chung Kin Shu,52,52,Hellbent,Speedy Natalie,Al Maher,BEAR CHAMP CRAIG'S MASTER TATTENHAM THE CONCENTRATION,2023_J148,AUS,3,Bay,Gelding,
1000,PPG,"$46,800","$4,277,425",4-4-2-44,3,Hong Kong(24/12/2021),11/08/2020,Y S Tsui,"Tony Lau Yiu Tong, Thomas Lau Sum Fai & Lau Yi Fai",38,64,Exceed And Excel,Stella Senza Cielo,Elusive City,J403 J415 ARIEL CIRCUIT ELEVEN CRYSTAL POWERFUL DEAL COMPLETED EXCEL WONGCHOY GUSTOSISIMO HANG'S CHOICE KING ECCELLENTE KING MILES MAGIC TRAVELLER ROMANTIC NOVELIST SAVVY DELIGHT SHINE BRIGHT,2020_E105,AUS,6,Bay,Gelding,
1001,PPG,"$23,400","$23,400",0-0-0-2,1,Hong Kong(09/10/2023),09/10/2023,M Newnham,Nice and Gentle Syndicate,50,52,U S Navy Flag,Ala Rasi,Dalakhani,J396 J446 CURRAHEE GET SET WIN GREAT DAYS LAKESHORE HERO MATSU VICTOR RACINGRACE U S S CONSTITUTION,2023_J184,NZ,3,Grey,Gelding,
1002,PPG,"$93,600","$828,400",1-0-2-11,2,Hong Kong(21/03/2024),17/12/2022,P C Ng,"Kitty Leung Kit Ting, Edward Chan Chi Keung & Matthew Chan Chin Wah",46,57,Bungle Inthejungle,Rohesia,High Chaparral,ACROSS DA UNIVERSE SUPERSONIC TRIUMPHANT WARRIOR,2022_H259,IRE,4,Bay,Gelding,
1003,PP,"$148,800","$148,800",0-0-0-2,1,Hong Kong(08/02/2024),09/10/2023,D J Hall,"Stephen Suo Suo, Jackson Wang Dong Ying & Lam Kong",65,65,Highland Reel,Lady Lightning,Birdstone,CIRCUS REEL POCHETTINO,2023_J168,AUS,4,Bay,Gelding,
1004,PP,"$1,282,830","$4,695,230",5-4-3-50,1,Conghua(05/04/2024),11/01/2020,C H Yip,Sidney Leung Kwun Wa,59,60,Vercingetorix,War Path,Captain Al,Nil,2019_D350,SAF,7,Bay,Gelding,
1005,PPG,"$1,390,900","$1,390,900",2-1-0-12,0,Conghua(23/02/2024),07/11/2022,C Fownes,Thomas Lau Sum Fai,48,41,Tivaci,Repenting,Ekraar,AMAZING FUN GOLDEN BULL MISTER DAPPER SOARING BRONCO,2022_H251,NZ,4,Bay,Gelding,
1006,PP,"$2,468,700","$2,830,500",1-6-5-25,2,Hong Kong(09/08/2023),05/05/2022,W Y So,Leung Lun Ping,47,45,Mshawish,Elektra Lass,Street Hero,Nil,2021_G408,AUS,5,Chestnut,Gelding,
1007,PPG,"$23,400","$23,400",0-0-0-2,1,Conghua(18/03/2024),17/07/2023,P C Ng,Barry Lee Wing Tai,50,52,Deep Field,Plastered,Wilburn,J423 J427 ADEFILL ALMIGHTY KICK BLAZING WIND BOOMBAYAH CALIFORNIA DEEPLY CALIFORNIA ICON CALIFORNIA TOUCH CHEER FOR SOUTH CIRCUIT MAXIMUS CIRCUIT SEVEN DAN ATTACK DEEP PURSUIT DENFIELD DIAMOND FLARE DIAMOND SOARS DRACO DRALA DURHAM STAR EVERYONE'S VICTORY FALCON COURT FASHION LEGEND GALLANT GOODY GORGEOUS VITALITY HAYDAY HINOKAMI KAGURA HOWDEEPISYOURLOVE HYPER DRAGON BALL JOY OF SPRING LIFE OF STONE LUCKY ARCHANGEL MASTER MASTERMIND MORE RICE MUGEN NOBLE ONE NOBLE WIN PACKING BOLE PACKING BRILLIANT PARENTS' LOVE ROBOT KNIGHT RUN RUN TIMING SELF IMPROVEMENT SPLENDID STAR SPONGE BABE SPORTS LEGEND SUGAR BALL SUPER ELITE SUPER HIGHWAY SUPREME LUCKY TEAM HAPPY THE GOLDEN SCENERY THE GOOD DEAL VIGOR ELLEEGANT VIVA GRACIOUSNESS VOYAGE BUBBLE WINNING MONEY YEE CHEONG RAIDER YOO YOO KNIGHT YOUTHFUL DEAL,2023_J025,AUS,3,Bay,Gelding,
1008,PPG,"$298,200","$298,200",0-0-1-12,1,Conghua(22/03/2024),07/11/2022,P F Yiu,"Mr & Mrs Siu Chor Kee, Spencer Kwan Chor Chung and Huang Wenxi",34,46,Deep Field,Petit Cheval,Denman,J423 J427 ADEFILL ALMIGHTY KICK BLAZING WIND BOOMBAYAH CALIFORNIA DEEPLY CALIFORNIA ICON CALIFORNIA TOUCH CHEER FOR SOUTH CIRCUIT MAXIMUS CIRCUIT SEVEN DAN ATTACK DEEP PURSUIT DENFIELD DIAMOND FLARE DIAMOND SOARS DRACO DRALA DURHAM STAR EVERYONE'S VICTORY FALCON COURT FASHION LEGEND GALLANT GOODY GORGEOUS VITALITY HAYDAY HINOKAMI KAGURA HOWDEEPISYOURLOVE HYPER DRAGON BALL JOY OF SPRING LIFE OF STONE LUCKY ARCHANGEL MASTER MASTERMIND MORE RICE MUGEN NOBLE ONE NOBLE WIN PACKING BOLE PACKING BRILLIANT PARENTS' LOVE ROBOT KNIGHT RUN RUN TIMING SELF IMPROVEMENT SPLENDID STAR SPONGE BABE SPORTS LEGEND SUGAR BALL SUPER GLORY SUPER HIGHWAY SUPREME LUCKY TEAM HAPPY THE GOLDEN SCENERY THE GOOD DEAL VIGOR ELLEEGANT VIVA GRACIOUSNESS VOYAGE BUBBLE WINNING MONEY YEE CHEONG RAIDER YOO YOO KNIGHT YOUTHFUL DEAL,2022_H247,AUS,4,Bay,Gelding,
1009,PPG,"$669,600","$6,457,950",4-5-4-29,2,Conghua(03/04/2024),14/07/2021,A S Cruz,Allen Yam Kam Kwong,67,73,Zoustar,Madamesta,Estambul,J405 J417 J422 J458 AMAZING RUN CALIFORNIATOTALITY CELESTIAL COLOURS CHIU CHOW BROTHER CHIU CHOW SPIRIT HAPPY HORSE HEALTHY HAPPY KOWLOON EAST STAR LOVING VIBES MY FLYING ANGEL NOT USUAL STAR PATCH OF THETA RAGING RAPIDS SOLAR PARTNER STELLAR EXPRESS SUMMIT CHEERS SWEET DIAMOND YOUNG CHAMPION,2021_G065,AUS,6,Bay,Gelding,
1010,ISG,"$1,485,900","$1,485,900",2-0-1-5,2,Hong Kong(01/07/2023),01/07/2023,F C Lor,Marces Lee Tze Bun,65,52,Tavistock,Steer By The Stars,Pivotal,AORAKI SUMMIT BEATO CASA COSMO CASA LEGEND CIRCUIT FIERY FLOOF FOREVER FOLKS PRECISION GOAL RUNNING AHEAD SUPERB DADDY,2022_H477,NZ,4,Bay,Gelding,
1011,PPG,"$134,550","$3,801,350",4-4-2-36,0,Hong Kong(21/10/2019),21/10/2019,C H Yip,Lucky Go Happy Syndicate,50,60,Kermadec,Indiscretions,Commands,J432 AMAZING AWARD GO HERO RUNNING GLORY SUPERB WITNESS,2019_D241,AUS,6,Brown,Gelding,
1012,PPG,"$52,500","$502,100",0-1-1-25,2,Hong Kong(18/11/2023),05/07/2021,J Richards,David Law,12,24,Sweynesse,Klairevoyant,Flying Spur,HAPPY UNITED HEARTY WISH ISLAND SURPRISE LUCKY SWEYNESSE LUCKY TOUCH PERFECTO MOMENTS SOLID IMPACT SPEEDSTAR,2021_G043,NZ,5,Chestnut,Gelding,
1013,PPG,"$1,310,400","$1,310,400",2-0-0-2,0,Conghua(06/03/2024),21/09/2023,T P Yung,"Johnny Wong Chun Nam, Nancy Wong, Maizie Wong & Wong Chi Poh",65,52,What's The Story,Citycenta,Elusive City,Nil,2023_J164,NZ,3,Brown,Gelding,
1014,PPG,"$594,150","$3,138,150",3-2-2-28,1,Hong Kong(09/04/2024),14/07/2021,F C Lor,"Johnny Shum Pui Kay, Yeung Lin Kar, Sam Yeung Wai Shing & Yeung Lei Sha",54,61,Deep Field,Mosoru,Black Minnaloushe,J423 J427 ADEFILL ALMIGHTY KICK BLAZING WIND BOOMBAYAH CALIFORNIA DEEPLY CALIFORNIA ICON CALIFORNIA TOUCH CHEER FOR SOUTH CIRCUIT MAXIMUS CIRCUIT SEVEN DAN ATTACK DEEP PURSUIT DENFIELD DIAMOND FLARE DIAMOND SOARS DRACO DRALA DURHAM STAR EVERYONE'S VICTORY FALCON COURT FASHION LEGEND GALLANT GOODY GORGEOUS VITALITY HAYDAY HINOKAMI KAGURA HOWDEEPISYOURLOVE HYPER DRAGON BALL JOY OF SPRING LIFE OF STONE LUCKY ARCHANGEL MASTER MASTERMIND MORE RICE MUGEN NOBLE ONE NOBLE WIN PACKING BOLE PACKING BRILLIANT PARENTS' LOVE ROBOT KNIGHT RUN RUN TIMING SELF IMPROVEMENT SPLENDID STAR SPONGE BABE SPORTS LEGEND SUGAR BALL SUPER ELITE SUPER GLORY SUPREME LUCKY TEAM HAPPY THE GOLDEN SCENERY THE GOOD DEAL VIGOR ELLEEGANT VIVA GRACIOUSNESS VOYAGE BUBBLE WINNING MONEY YEE CHEONG RAIDER YOO YOO KNIGHT YOUTHFUL DEAL,2021_G050,AUS,5,Bay,Gelding,
1015,PPG,"$1,225,000","$1,273,600",1-4-0-18,2,Hong Kong(18/10/2021),18/10/2021,W K Mo,Leung Kwan Tong,34,31,Starcraft,Hannah Jane,Anabaa,BEAUTY ALLIANCE BIG RED DEVIL AND GOLD EAGLE RUN RED MAVERICK,2021_G251,AUS,5,Grey,Gelding,
1016,PPG,$0,$0,0-0-0-0,0,Hong Kong(08/01/2024),08/01/2024,M Newnham,Elizabeth Lee Ho Ling,52,52,Star Witness,Annonay,Fastnet Rock,AURORA LADY BRAVE WITNESS BRIGHT INHERITANCE GALAXY WITNESS HUMBLE STAR MANYTHANKS FOREVER MOLLY'S WITNESS MR MAESTRO NERVOUS WITNESS YOUNG HORIZON,2023_J320,AUS,3,Chestnut,Gelding,
1017,PP,$0,$0,0-0-0-0,0,Conghua(26/01/2024),27/07/2023,W Y So,"Yip Wing Kui, Yip Loo Pik Lin, Yip Shu Bun & Antonia Liu Wing Yan",65,65,Real Impact,Yerbabuena,King Cugat,Nil,2023_J038,AUS,4,Bay,Gelding,
1018,PPG,"$1,304,550","$1,304,550",1-2-1-6,1,Hong Kong(26/03/2024),20/03/2023,C S Shum,Lai Tat Ming,58,52,Brave Smash,Devil's Harmony,Pentire,DIVANO ISLAND BUDDY,2022_H364,AUS,3,Brown,Gelding,
1019,PPG,$0,$0,0-0-0-1,0,Conghua(22/03/2024),31/07/2023,C Fownes,Ranjan Tikam Mahtani,52,52,Written By,Tina Melina,Jet Spur,STEPS AHEAD WRITTEN CASA,2023_J071,AUS,3,Chestnut,Gelding,
1020,PPG,$0,$0,0-0-0-2,2,Hong Kong(29/02/2024),19/10/2023,C Fownes,Tony Lau Yiu Tong & Thomas Lau Sum Fai,50,52,Iffraaj,Quick Choice,Darci Brahma,J451 AMAZING TRAVIS BROTHER CHENG I CAN LEATHER MASTER LUCKY GOLD NICHOLSON RETURNS SUNNY BABY,2023_J201,NZ,3,Brown,Gelding,
1021,PPG,$0,$0,0-0-0-0,0,Hong Kong(04/11/2023),04/11/2023,C W Chang,Martin Yung Ping Fai & Kwok Yi Chit,,,Calyx,Alexis Carrington,Mastercraftsman,Nil,2023_J211,IRE,3,Bay,Colt,
1022,PPG,$0,"$3,935,850",4-1-0-29,0,Hong Kong(21/07/2023),17/01/2020,C W Chang,Forever Luck Syndicate,49,63,Ocean Park,Pastrana,Fastnet Rock,ASIAN ONE NINJA DERBY VALHALLA,2019_D362,NZ,6,Chestnut,Gelding,
1023,ISG,$0,$0,0-0-0-1,1,Hong Kong(05/03/2024),01/07/2023,F C Lor,Marces Lee Tze Bun,52,52,Savabeel,Lovetessa,O'Reilly,J418 COURIER MAGIC DUBLIN STAR GOOD GOOD GREAT ACHIEVER KASA PAPA M UNICORN NOBLE PURSUIT ON THE LASH ROMANTIC CHARM,2022_H481,NZ,4,Bay,Gelding,
1024,PPG,"$4,211,900","$16,120,800",7-1-2-19,2,Hong Kong(23/12/2023),20/12/2021,W Y So,Janice Wong Oi Ying,102,94,Nicconi,Red Centre,Rubiton,COUNTRY DANCER FIGHT TIME SUPERB BOY,2021_G319,AUS,5,Bay,Gelding,
1025,PP,"$111,600","$6,449,900",4-2-3-31,0,Conghua(17/01/2024),20/10/2020,W Y So,Yip Shu Bun & Antonia Liu Wing Yan,74,82,Better Than Ready,Vital Page,Iglesia,J429 BETTER LINK DASHING GLORY MIRACLES SONIC BOOM,2020_E253,AUS,6,Brown,Gelding,
1026,PPG,"$2,807,700","$8,384,400",7-6-9-55,0,Conghua(06/03/2024),18/01/2019,C H Yip,Six Lucky Boys Syndicate,70,49,Guillotine,Cinnadream,King Of Kings,Nil,2018_C341,NZ,8,Grey,Gelding,
1027,PP,"$2,874,600","$6,358,600",3-3-2-15,1,Conghua(03/04/2024),25/01/2022,K W Lui,Mr & Mrs Mak Yiu Hay and Mak Kai Chung,84,73,Nicconi,Jolie Joy,Kendargent,COUNTRY DANCER FIGHT TIME SUPER SUNNY SING,2021_G335,AUS,5,Chestnut,Gelding,
1028,PPG,"$362,700","$3,108,675",3-0-1-14,1,Hong Kong(09/08/2022),09/08/2022,A S Cruz,Li Cham Kuen & Li Ming Choi,75,78,Capitalist,Shamana,Shamardal,J308 J362 J369 J402 ALWAYS MY FOLKS BELLE HEART BLUE MARLIN CALIFORNIA BLITZ CAPITAL DELIGHT CAPITAL LEGEND CHILLI BABA GENEVA GIANT LEAP HERO WARRIOR JUBILANT WINNER LADY BILLIE MA COMET MONTA FRUTTA PLENTIFUL RISE COMPANIONS SAVVY CHIC SEASONS WIT SMILING EMPEROR SOLAR GOGO SOLAR UP SPICY KNUCKLES SPORTIC WARRIOR SUNLIGHT POWER WINNING DATA,2022_H092,AUS,4,Bay,Gelding,
1029,ISG,"$427,050","$551,250",0-1-1-10,2,Hong Kong(31/08/2023),10/07/2022,W Y So,"Yip Wing Kui, Yip Loo Pik Lin, Eddie Hurip & Cissy Hurip",47,52,Snitzel,Houston Benefactor,Encosta de Lago,COTTON FINGERS GUMMY GUMMY MARK THE MOMENT NEBRASKAN,2021_G475,AUS,5,Chestnut,Gelding,
1030,PP,"$3,736,200","$3,736,200",2-1-0-7,1,Hong Kong(19/03/2024),16/01/2023,K W Lui,Mr & Mrs Mak Yiu Hay,74,63,Sebring,Snitzel's Jewel,Snitzel,BEAUTY JOY DRAGON PRIDE PERFECT PEACH SIMPLE HEDGE SIMPLY MAVERICK,2022_H298,AUS,4,Chestnut,Gelding,
1031,PP,$0,$0,0-0-0-2,2,Hong Kong(14/10/2023),14/10/2023,M Newnham,Wine Circle Syndicate,62,64,Bungle Inthejungle,Daisy Lane,Sayif,ACROSS DA UNIVERSE SUPER BONUS TRIUMPHANT WARRIOR,2023_J192,GB,3,Bay,Gelding,
1032,PPG,"$910,040","$1,490,590",1-1-4-23,2,Conghua(05/04/2024),18/12/2021,C H Yip,"Mo Chan Ming, Howard Tai Wai Yin & Edmund Lo Chai Wan",33,39,Bated Breath,Hallouella,Halling,CALIFORNIA VOCE TALENTS SUPREMO UNPRESUMING,2021_G304,IRE,5,Chestnut,Gelding,
1033,PP,"$315,000","$2,743,090",3-2-4-49,2,Hong Kong(18/02/2022),21/10/2019,Y S Tsui,Mr & Mrs Mak Yiu Hay,32,37,Tavistock,Mygoodgrace,Royal Academy,AORAKI SUMMIT BEATO CASA COSMO CASA LEGEND CIRCUIT FIERY FLOOF FOREVER FOLKS PRECISION GOAL RUNNING AHEAD SUPER GOLDI,2019_D235,AUS,7,Bay,Gelding,
1034,PP,$0,$0,0-0-0-0,0,Conghua(19/02/2024),19/12/2023,P C Ng,Rotary Club of Sha Tin Syndicate,78,78,Setembro Chove,Margaery,Agnes Gold,GOODBAN BANBANBANG,2023_J267,BRZ,3,Bay,Gelding,
1035,PPG,$0,$0,0-0-0-1,1,Conghua(03/04/2024),26/06/2023,D A Hayes,"Arthur Antonio da Silva, Betty da Silva & Teresa Marie da Silva",52,52,Kermadec,Astral Miss,Denman,J432 AMAZING AWARD GO HERO RUNNING GLORY SUPER HONG KONG,2022_H467,AUS,3,Bay,Gelding,
1036,PPG,"$1,382,400","$4,085,385",4-0-1-13,1,Hong Kong(09/04/2024),29/06/2022,C S Shum,Connie Fung Hei Man,82,77,Deep Field,Stealapipe,More Than Ready,J423 J427 ADEFILL ALMIGHTY KICK BLAZING WIND BOOMBAYAH CALIFORNIA DEEPLY CALIFORNIA ICON CALIFORNIA TOUCH CHEER FOR SOUTH CIRCUIT MAXIMUS CIRCUIT SEVEN DAN ATTACK DEEP PURSUIT DENFIELD DIAMOND FLARE DIAMOND SOARS DRACO DRALA DURHAM STAR EVERYONE'S VICTORY FALCON COURT FASHION LEGEND GALLANT GOODY GORGEOUS VITALITY HAYDAY HINOKAMI KAGURA HOWDEEPISYOURLOVE HYPER DRAGON BALL JOY OF SPRING LIFE OF STONE LUCKY ARCHANGEL MASTER MASTERMIND MORE RICE MUGEN NOBLE ONE NOBLE WIN PACKING BOLE PACKING BRILLIANT PARENTS' LOVE ROBOT KNIGHT RUN RUN TIMING SELF IMPROVEMENT SPLENDID STAR SPONGE BABE SPORTS LEGEND SUGAR BALL SUPER ELITE SUPER GLORY SUPER HIGHWAY TEAM HAPPY THE GOLDEN SCENERY THE GOOD DEAL VIGOR ELLEEGANT VIVA GRACIOUSNESS VOYAGE BUBBLE WINNING MONEY YEE CHEONG RAIDER YOO YOO KNIGHT YOUTHFUL DEAL,2021_G457,AUS,5,Brown,Gelding,
1037,PPG,"$1,956,010","$2,608,610",2-2-6-26,1,Hong Kong(06/04/2024),09/08/2021,P F Yiu,"Star Chan Iu Seng, Simon Chan Cham Man & Winnie Chan Wing Yan",51,37,Tarzino,Kayleen,Towkay,DAILY TROPHY,2021_G125,NZ,5,Bay,Gelding,
1038,PPG,$0,$0,0-0-0-0,0,Hong Kong(28/03/2024),19/12/2023,C H Yip,Six Lucky Boys Syndicate,,,Epaulette,Our Lonnie,Lonhro,J449 ARMOUR EAGLE COPARTNER PRANCE ERNEST FEELING LUCKY ENCOUNTER PAKISTAN LEGACY THE GREAT MASTER,2023_J255,AUS,2,Bay,Gelding,
1039,PP,$0,$0,0-0-0-1,0,Hong Kong(30/12/2023),17/07/2023,C S Shum,Eden Wong Chi Hong & Anita Chu Suk Ching,63,63,Rebel Dane,Colizani,Congrats,Nil,2023_J022,AUS,4,Bay,Gelding,
1040,PP,"$902,000","$1,320,000",0-2-2-11,0,Hong Kong(07/11/2023),16/07/2022,W Y So,Leung Lun Ping,66,68,Australia,Similu,Danehill Dancer,J425 LORD OF THE ROSE,2022_H062,IRE,5,Bay,Gelding,
1041,PPG,"$1,311,300","$2,607,300",2-1-4-11,1,Hong Kong(09/03/2024),05/07/2022,K W Lui,Sammy To Ping Kwan & Cheng Shenn,67,62,Shamexpress,Allawara,Von Costa de Hero,J388 J445 GLOBAL HARMONY JOYFUL SUPREME KA YING RISING LUCKY MAN,2022_H044,NZ,5,Bay,Gelding,
1042,PP,"$251,100","$251,100",0-0-1-5,0,Conghua(06/03/2024),08/05/2023,D J Whyte,Great United Peers Syndicate,60,65,Lord Kanaloa,Believe Yourself,Sebring,LOVERO,2022_H395,AUS,4,Bay,Gelding,
1043,PPG,$0,$0,0-0-0-0,0,Hong Kong(21/12/2023),21/12/2023,J Size,Lily's Buddies Syndicate,52,52,Time Test,Bella Rosalia,Singspiel,J384 J390 BEAU GOSSE FLAMING RABBIT FUNG HO HO STAR ISLAND GOLDEN LEEDOX MIGHTY STRENGTH OFFROAD MASTER OMAKASE TIMES TABLE TOP GUN,2023_J282,NZ,3,Bay,Gelding,
1044,PPG,"$485,625","$1,265,025",1-2-2-20,2,Hong Kong(09/03/2024),14/07/2021,P F Yiu,Kan Kin Kwong,38,41,Zoustar,Adorabubble,Ferocity,J405 J417 J422 J458 AMAZING RUN CALIFORNIATOTALITY CELESTIAL COLOURS CHIU CHOW BROTHER CHIU CHOW SPIRIT HAPPY HORSE HEALTHY HAPPY KOWLOON EAST STAR LOVING VIBES MY FLYING ANGEL NOT USUAL STAR PATCH OF THETA RAGING RAPIDS SOLAR PARTNER STELLAR EXPRESS SUMMIT CHEERS SUPER FORTUNE YOUNG CHAMPION,2021_G063,AUS,6,Grey,Gelding,
1045,PPG,"$3,047,250","$7,575,450",5-5-2-23,2,Conghua(27/03/2024),05/05/2022,J Size,Vicky Tang,83,81,Toronado,Haumea,Encosta de Lago,J411 J437 BABY SATELLITE BEAUTY GLORY BEAUTY INFINITY BLESSED NATION CAPTAIN WIN DIAMOND WINNER GOLDEN CHAMPION HAPPY FEELING HELIOS EXPRESS I AM THE BOSS IVICTORIAM LA FORZA MAGNIFICENT NINE MASTER TORNADO OWNERS' PRAISE PACKING POWER RED ELEGANCE SENOR TOBA SIGHT VICTORY STORMTROUPER TORONADO PHANTOM VERBIER VICTOR THE WINNER,2021_G426,NZ,5,Bay,Gelding,
1046,PP,"$1,905,900","$11,359,400",2-4-0-17,1,Hong Kong(02/04/2024),29/06/2022,F C Lor,Li Chi Pong,102,100,American Pharoah,Jazz Song,Fastnet Rock,E GLORY GOOD VIEW GLORY GREAT SPIRIT,2021_G448,AUS,5,Chestnut,Gelding,
1047,PPG,"$590,625","$590,625",1-0-1-12,1,Hong Kong(11/10/2022),11/10/2022,M Newnham,Righteousness Syndicate,40,49,Charm Spirit,Nomisma,Thorn Park,AWESOME TREASURE CAMINO CHARMING STEED CHEVAL VALIANT DOUBLE BINGO FUN N FUN TOGETHER GLORY CLOUD GO GO GO HAPPY HUNK HONG KONG HALL KA YING VICTORY LADY'S CHOICE LO PAN SPIRIT MASTER OF ALL MILLENNIUM FALCON SILVER SPURS SOARING TOWER TRIPLE BLISS,2022_H197,NZ,4,Bay,Gelding,
1048,PP,"$7,090,800","$10,540,300",5-2-0-16,2,Hong Kong(09/09/2023),08/10/2022,P C Ng,Stephanie Hung Yujie,110,75,Mehmas,Next Trial,Hard Spun,J456 CALIFORNIA MOXIE,2022_H164,IRE,5,Bay,Gelding,
1049,PPG,"$111,150","$111,150",0-0-0-4,1,Conghua(08/03/2024),24/08/2023,J Size,Merrick Chung Wai Lik,47,52,Sacred Falls,Pleased,Savabeel,BULB PRINCE EASY TWO GLORIOUS JOURNEY NIMBLE NIMBUS SMART FIGHTER,2023_J098,NZ,3,Bay,Gelding,
1050,PP,"$108,950","$108,950",0-0-0-3,2,Hong Kong(18/09/2023),18/09/2023,M Newnham,Talentogether Syndicate,60,63,Into Mischief,Spirit Of Ecstasy,Congrats,STARSHIP EIGHTY,2023_J136,AUS,3,Grey,Gelding,
1051,PP,"$971,100","$1,155,675",1-0-1-19,1,Hong Kong(10/09/2022),10/09/2022,W K Mo,Talentogether Syndicate,49,50,Bated Breath,Tested,Selkirk,CALIFORNIA VOCE SUPERB MOVE UNPRESUMING,2022_H133,GB,5,Brown,Gelding,
1052,PPG,$0,$0,0-0-0-2,2,Hong Kong(07/11/2023),07/11/2023,P C Ng,Chinese Accountants Syndicate,49,52,Deep Field,Alberton Park,Thorn Park,J423 J427 ADEFILL ALMIGHTY KICK BLAZING WIND BOOMBAYAH CALIFORNIA DEEPLY CALIFORNIA ICON CALIFORNIA TOUCH CHEER FOR SOUTH CIRCUIT MAXIMUS CIRCUIT SEVEN DAN ATTACK DEEP PURSUIT DENFIELD DIAMOND FLARE DIAMOND SOARS DRACO DRALA DURHAM STAR EVERYONE'S VICTORY FALCON COURT FASHION LEGEND GALLANT GOODY GORGEOUS VITALITY HAYDAY HINOKAMI KAGURA HOWDEEPISYOURLOVE HYPER DRAGON BALL JOY OF SPRING LIFE OF STONE LUCKY ARCHANGEL MASTER MASTERMIND MORE RICE MUGEN NOBLE ONE NOBLE WIN PACKING BOLE PACKING BRILLIANT PARENTS' LOVE ROBOT KNIGHT RUN RUN TIMING SELF IMPROVEMENT SPLENDID STAR SPONGE BABE SPORTS LEGEND SUGAR BALL SUPER ELITE SUPER GLORY SUPER HIGHWAY SUPREME LUCKY THE GOLDEN SCENERY THE GOOD DEAL VIGOR ELLEEGANT VIVA GRACIOUSNESS VOYAGE BUBBLE WINNING MONEY YEE CHEONG RAIDER YOO YOO KNIGHT YOUTHFUL DEAL,2023_J218,AUS,3,Bay,Gelding,
1053,PPG,$0,$0,0-0-0-3,1,Hong Kong(24/08/2023),24/08/2023,Y S Tsui,Sunny Cheung King Fung,46,52,Pariah,Walklikeanegyptian,Encosta de Lago,ENJOY GOLF LUCKY PLANET SPEEDY FORTUNE,2023_J097,AUS,3,Chestnut,Gelding,
1054,PP,"$1,608,900","$4,268,125",3-1-0-16,1,Hong Kong(22/02/2024),16/10/2021,D J Whyte,Amazing Blitz Syndicate,75,71,Fascinating Rock,Ajaadat,Shamardal,ROMANTIC FANTASY,2021_G237,IRE,5,Bay,Gelding,
1055,PP,"$924,300","$924,300",1-0-1-14,1,Hong Kong(06/04/2024),23/08/2022,P C Ng,Wilfred Ng,46,50,Hellbent,Sprout,High Chaparral,BEAR CHAMP CRAIG'S MASTER SUPER BEN THE CONCENTRATION,2022_H121,AUS,4,Bay,Gelding,
1056,PP,$0,$0,0-0-0-0,0,Hong Kong(22/01/2024),22/01/2024,Y S Tsui,"Cheung King Shek, Billy Cheung King Shan, Bobby Cheung King Chuen & Sunny Cheung King Fung",64,64,Rubick,Dream Genie,Rip Van Winkle,J380 DR TWENTY HABITS KA YING SPIRIT PACKING HERMOD RUBYLOT SHINKANSEN,2023_J332,AUS,3,Bay,Gelding,
1057,PPG,"$1,129,050","$1,129,050",1-1-1-8,0,Hong Kong(21/03/2024),26/01/2023,C H Yip,Bobby Cheung King Chuen,53,48,Derryn,Coimbra,Mossman,AESTHETICISM FAMILY FORTUNE VIEW OF THE WORLD,2022_H322,NZ,3,Bay,Gelding,
1058,PP,"$936,000","$1,989,975",2-0-2-22,1,Hong Kong(08/06/2022),09/11/2021,Y S Tsui,Sunny Cheung King Fung,59,60,Street Boss,Chinchilla,Exceed And Excel,ATULLIBIGEAL STREET CONQUEROR STURDY RUBY,2021_G259,AUS,6,Chestnut,Gelding,
